timestamp,age,primary_streaming_service,hours_per_day,hours_per_day_capped,hours_per_day_original,hours_outlier_flag,while_working,while_working_binary,instrumentalist,instrumentalist_binary,composer,composer_binary,fav_genre,exploratory,exploratory_binary,foreign_languages,foreign_languages_binary,bpm,bpm_original,bpm_invalid_flag,anxiety,depression,insomnia,ocd,mental_health_self_report_avg,music_effects,age_missing_original,frequency_classical,frequency_country,frequency_edm,frequency_folk,frequency_gospel,frequency_hip_hop,frequency_jazz,frequency_k_pop,frequency_latin,frequency_lofi,frequency_metal,frequency_pop,frequency_randb,frequency_rap,frequency_rock,frequency_video_game_music,frequency_classical_score,frequency_country_score,frequency_edm_score,frequency_folk_score,frequency_gospel_score,frequency_hip_hop_score,frequency_jazz_score,frequency_k_pop_score,frequency_latin_score,frequency_lofi_score,frequency_metal_score,frequency_pop_score,frequency_randb_score,frequency_rap_score,frequency_rock_score,frequency_video_game_music_score
2022-08-27 22:51:15,18.0,Spotify,3.0,3.0,3.0,0,Yes,1.0,Yes,1.0,No,0.0,Country,Yes,1.0,No,0.0,109.0,,0,7.0,7.0,4.0,7.0,6.25,No effect,0,Never,Very frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Rarely,Never,Rarely,Never,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2022-08-27 23:00:32,19.0,YouTube Music,8.0,8.0,8.0,0,Yes,1.0,No,0.0,No,0.0,EDM,Yes,1.0,No,0.0,125.0,125.0,0,1.0,0.0,0.0,1.0,0.5,Improve,0,Rarely,Never,Very frequently,Never,Never,Sometimes,Rarely,Rarely,Rarely,Rarely,Never,Rarely,Rarely,Sometimes,Rarely,Rarely,1.0,0.0,3.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0
2022-08-27 23:04:00,21.0,Spotify,3.0,3.0,3.0,0,Yes,1.0,No,0.0,No,0.0,Hip hop,Yes,1.0,Yes,1.0,113.0,,0,9.0,3.0,2.0,7.0,5.25,Improve,1,Rarely,Never,Rarely,Never,Never,Very frequently,Never,Sometimes,Never,Very frequently,Never,Sometimes,Sometimes,Rarely,Rarely,Never,1.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,2.0,2.0,1.0,1.0,0.0
2022-08-27 23:12:03,19.0,Spotify,2.0,2.0,2.0,0,Yes,1.0,No,0.0,No,0.0,Country,Yes,1.0,No,0.0,88.0,88.0,0,2.0,1.0,2.0,0.0,1.25,Improve,0,Never,Very frequently,Rarely,Sometimes,Never,Sometimes,Never,Never,Never,Rarely,Never,Rarely,Never,Very frequently,Never,Never,0.0,3.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0
2022-08-27 23:16:06,18.0,Spotify,4.0,4.0,4.0,0,Yes,1.0,Yes,1.0,No,0.0,Jazz,Yes,1.0,Yes,1.0,148.0,148.0,0,6.0,4.0,7.0,0.0,4.25,Improve,0,Very frequently,Rarely,Never,Never,Never,Never,Very frequently,Never,Sometimes,Rarely,Sometimes,Sometimes,Never,Never,Sometimes,Rarely,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0
2022-08-27 23:19:52,17.0,Spotify,2.0,2.0,2.0,0,No,0.0,No,0.0,No,0.0,Pop,Yes,1.0,Yes,1.0,120.0,,0,7.0,5.0,4.0,1.0,4.25,Worsen,0,Rarely,Rarely,Never,Never,Never,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Very frequently,Rarely,Sometimes,Sometimes,Rarely,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0
2022-08-27 23:39:41,16.0,Spotify,8.0,8.0,8.0,0,Yes,1.0,No,0.0,No,0.0,Hip hop,Yes,1.0,Yes,1.0,103.0,103.0,0,8.0,8.0,4.0,3.0,5.75,Improve,0,Never,Never,Never,Never,Never,Very frequently,Never,Never,Never,Never,Never,Never,Sometimes,Very frequently,Never,Rarely,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0
2022-08-27 23:39:49,16.0,Spotify,12.0,12.0,12.0,0,Yes,1.0,No,0.0,Yes,1.0,Hip hop,Yes,1.0,Yes,1.0,120.0,120.0,0,5.0,7.0,10.0,0.0,5.5,Improve,0,Rarely,Never,Sometimes,Rarely,Never,Very frequently,Rarely,Never,Never,Never,Sometimes,Sometimes,Rarely,Sometimes,Very frequently,Never,1.0,0.0,2.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,3.0,0.0
2022-08-27 23:40:55,17.0,Spotify,24.0,12.0,24.0,1,Yes,1.0,No,0.0,No,0.0,Rap,Yes,1.0,No,0.0,99.0,99.0,0,7.0,5.0,0.0,3.0,3.75,Improve,0,Rarely,Never,Never,Never,Never,Sometimes,Sometimes,Sometimes,Rarely,Never,Sometimes,Rarely,Sometimes,Very frequently,Very frequently,Never,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,1.0,2.0,3.0,3.0,0.0
2022-08-27 23:41:36,15.0,Spotify,3.0,3.0,3.0,0,No,0.0,No,0.0,No,0.0,Hip hop,No,0.0,No,0.0,120.0,120.0,0,7.0,3.0,0.0,2.0,3.0,Improve,0,Never,Never,Never,Never,Never,Very frequently,Rarely,Never,Never,Never,Rarely,Rarely,Sometimes,Very frequently,Rarely,Never,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,0.0
2022-08-27 23:43:06,15.0,Apple Music,8.0,8.0,8.0,0,Yes,1.0,No,0.0,No,0.0,Hip hop,Yes,1.0,Yes,1.0,120.0,120.0,0,6.0,9.0,3.0,0.0,4.5,Improve,0,Rarely,Never,Sometimes,Rarely,Never,Very frequently,Sometimes,Very frequently,Sometimes,Rarely,Rarely,Very frequently,Rarely,Very frequently,Sometimes,Sometimes,1.0,0.0,2.0,1.0,0.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0
2022-08-28 00:28:02,17.0,Spotify,4.0,4.0,4.0,0,Yes,1.0,No,0.0,No,0.0,Rap,Yes,1.0,No,0.0,125.0,125.0,0,10.0,10.0,2.0,4.0,6.5,Improve,0,Never,Rarely,Rarely,Never,Never,Sometimes,Never,Never,Never,Rarely,Rarely,Sometimes,Never,Very frequently,Sometimes,Never,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,2.0,0.0
2022-08-28 01:39:02,19.0,I do not use a streaming service.,5.0,5.0,5.0,0,Yes,1.0,No,0.0,No,0.0,R&B,Yes,1.0,Yes,1.0,118.0,118.0,0,6.0,7.0,5.0,4.0,5.5,Improve,0,Rarely,Rarely,Sometimes,Very frequently,Rarely,Very frequently,Sometimes,Never,Never,Rarely,Rarely,Rarely,Very frequently,Very frequently,Sometimes,Rarely,1.0,1.0,2.0,3.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0
2022-08-28 03:19:08,18.0,Spotify,2.0,2.0,2.0,0,Yes,1.0,No,0.0,No,0.0,Pop,No,0.0,Yes,1.0,79.0,79.0,0,3.0,3.0,8.0,6.0,5.0,No effect,0,Rarely,Rarely,Sometimes,Never,Never,Rarely,Never,Rarely,Sometimes,Never,Never,Very frequently,Never,Never,Never,Rarely,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
2022-08-28 04:13:11,16.0,Other streaming service,3.0,3.0,3.0,0,Yes,1.0,Yes,1.0,Yes,1.0,Rock,Yes,1.0,Yes,1.0,84.0,84.0,0,10.0,6.0,8.0,10.0,8.5,Improve,0,Rarely,Rarely,Never,Rarely,Sometimes,Sometimes,Sometimes,Never,Rarely,Never,Sometimes,Never,Sometimes,Rarely,Very frequently,Sometimes,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,3.0,2.0
2022-08-28 04:38:14,18.0,Spotify,2.0,2.0,2.0,0,No,0.0,No,0.0,No,0.0,Pop,Yes,1.0,Yes,1.0,169.0,169.0,0,7.0,4.0,2.0,5.0,4.5,Improve,0,Sometimes,Rarely,Rarely,Very frequently,Rarely,Rarely,Rarely,Very frequently,Never,Sometimes,Never,Very frequently,Sometimes,Sometimes,Sometimes,Never,2.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,0.0,2.0,0.0,3.0,2.0,2.0,2.0,0.0
2022-08-28 04:40:36,14.0,Spotify,12.0,12.0,12.0,0,Yes,1.0,Yes,1.0,Yes,1.0,Rock,Yes,1.0,Yes,1.0,136.0,136.0,0,8.0,6.0,10.0,5.0,7.25,Improve,0,Sometimes,Sometimes,Rarely,Rarely,Rarely,Very frequently,Sometimes,Never,Never,Very frequently,Never,Very frequently,Very frequently,Very frequently,Very frequently,Sometimes,2.0,2.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,3.0,3.0,3.0,3.0,2.0
2022-08-28 05:05:51,18.0,YouTube Music,6.0,6.0,6.0,0,Yes,1.0,Yes,1.0,Yes,1.0,Pop,No,0.0,Yes,1.0,101.0,101.0,0,3.0,2.0,1.0,2.0,2.0,Improve,0,Sometimes,Rarely,Rarely,Rarely,Rarely,Sometimes,Sometimes,Never,Never,Never,Never,Very frequently,Sometimes,Sometimes,Never,Never,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0
2022-08-28 05:16:30,17.0,Spotify,2.0,2.0,2.0,0,Yes,1.0,Yes,1.0,No,0.0,Pop,Yes,1.0,Yes,1.0,126.0,126.0,0,6.0,6.0,4.0,5.0,5.25,Improve,0,Never,Very frequently,Rarely,Rarely,Never,Never,Rarely,Sometimes,Very frequently,Rarely,Rarely,Very frequently,Rarely,Never,Sometimes,Sometimes,0.0,3.0,1.0,1.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,0.0,2.0,2.0
2022-08-28 08:36:27,17.0,Apple Music,1.0,1.0,1.0,0,Yes,1.0,No,0.0,No,0.0,Pop,Yes,1.0,No,0.0,183.0,183.0,0,8.0,2.0,1.0,5.0,4.0,Improve,0,Rarely,Never,Never,Rarely,Never,Never,Sometimes,Never,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0
2022-08-28 10:30:22,20.0,Apple Music,5.0,5.0,5.0,0,Yes,1.0,Yes,1.0,No,0.0,Rock,Yes,1.0,Yes,1.0,120.0,,0,7.0,7.0,2.0,0.0,4.0,Improve,0,Never,Rarely,Rarely,Very frequently,Never,Very frequently,Sometimes,Never,Sometimes,Sometimes,Very frequently,Sometimes,Sometimes,Sometimes,Very frequently,Rarely,0.0,1.0,1.0,3.0,0.0,3.0,2.0,0.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0
2022-08-28 10:38:05,19.0,Spotify,2.0,2.0,2.0,0,Yes,1.0,No,0.0,No,0.0,Classical,No,0.0,No,0.0,120.0,120.0,0,4.0,4.0,4.0,3.0,3.75,No effect,0,Very frequently,Never,Never,Never,Never,Rarely,Rarely,Never,Never,Sometimes,Never,Very frequently,Never,Never,Never,Very frequently,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,3.0
2022-08-28 10:54:30,19.0,Spotify,6.0,6.0,6.0,0,Yes,1.0,Yes,1.0,No,0.0,Metal,Yes,1.0,Yes,1.0,140.0,,0,9.0,8.0,2.0,3.0,5.5,Improve,0,Never,Never,Never,Rarely,Never,Rarely,Sometimes,Rarely,Never,Sometimes,Very frequently,Sometimes,Never,Never,Sometimes,Sometimes,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,2.0
2022-08-28 10:59:53,17.0,Spotify,4.0,4.0,4.0,0,No,0.0,No,0.0,No,0.0,Rock,Yes,1.0,Yes,1.0,142.0,142.0,0,5.0,6.0,6.0,1.0,4.5,Improve,0,Rarely,Rarely,Rarely,Very frequently,Never,Sometimes,Rarely,Rarely,Never,Rarely,Rarely,Very frequently,Rarely,Sometimes,Very frequently,Rarely,1.0,1.0,1.0,3.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0
2022-08-28 11:08:51,16.0,Spotify,1.0,1.0,1.0,0,Yes,1.0,No,0.0,No,0.0,Classical,No,0.0,No,0.0,75.0,75.0,0,0.0,0.0,0.0,0.0,0.0,No effect,0,Very frequently,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Rarely,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2022-08-28 11:13:25,18.0,Spotify,5.0,5.0,5.0,0,Yes,1.0,Yes,1.0,No,0.0,Pop,Yes,1.0,No,0.0,120.0,120.0,0,3.0,2.0,1.0,1.0,1.75,Improve,0,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Rarely,Very frequently,Sometimes,Sometimes,Rarely,Never,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,0.0
2022-08-28 11:25:49,21.0,Spotify,4.0,4.0,4.0,0,Yes,1.0,No,0.0,No,0.0,Pop,No,0.0,Yes,1.0,89.0,89.0,0,6.0,8.0,0.0,2.0,4.0,Improve,0,Never,Never,Rarely,Never,Never,Sometimes,Never,Rarely,Rarely,Never,Never,Very frequently,Never,Rarely,Never,Never,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0
2022-08-28 11:27:15,17.0,Other streaming service,3.0,3.0,3.0,0,Yes,1.0,No,0.0,No,0.0,Pop,Yes,1.0,No,0.0,120.0,,0,2.0,0.0,4.0,0.0,1.5,No effect,0,Never,Never,Sometimes,Never,Never,Very frequently,Rarely,Sometimes,Never,Never,Rarely,Very frequently,Sometimes,Very frequently,Very frequently,Never,0.0,0.0,2.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,3.0,3.0,0.0
2022-08-28 11:36:35,26.0,Other streaming service,0.5,0.5,0.5,0,No,0.0,No,0.0,No,0.0,Rock,No,0.0,Yes,1.0,140.0,140.0,0,9.0,8.0,1.0,0.0,4.5,No effect,0,Rarely,Never,Rarely,Sometimes,Never,Never,Rarely,Never,Never,Never,Never,Rarely,Never,Never,Very frequently,Never,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0
2022-08-28 11:39:21,20.0,Spotify,4.0,4.0,4.0,0,Yes,1.0,No,0.0,No,0.0,EDM,Yes,1.0,No,0.0,161.0,161.0,0,7.0,2.0,8.0,6.0,5.75,Improve,0,Rarely,Rarely,Very frequently,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Never,Sometimes,Rarely,Very frequently,Very frequently,Sometimes,Very frequently,Rarely,1.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,3.0,3.0,2.0,3.0,1.0
2022-08-28 11:50:31,23.0,YouTube Music,2.0,2.0,2.0,0,Yes,1.0,Yes,1.0,Yes,1.0,Video game music,Yes,1.0,No,0.0,80.0,80.0,0,4.0,2.0,3.0,4.0,3.25,Improve,0,Sometimes,Rarely,Never,Rarely,Sometimes,Never,Sometimes,Rarely,Rarely,Rarely,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Very frequently,2.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0
2022-08-28 11:54:45,18.0,Spotify,5.0,5.0,5.0,0,Yes,1.0,Yes,1.0,No,0.0,Rock,Yes,1.0,No,0.0,130.0,130.0,0,7.0,6.0,5.0,0.0,4.5,Improve,0,Very frequently,Never,Never,Sometimes,Never,Sometimes,Sometimes,Rarely,Never,Sometimes,Very frequently,Sometimes,Rarely,Sometimes,Very frequently,Sometimes,3.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0
2022-08-28 11:55:54,37.0,YouTube Music,0.25,0.25,0.25,0,No,0.0,No,0.0,No,0.0,Video game music,Yes,1.0,No,0.0,147.0,147.0,0,3.0,2.0,10.0,0.0,3.75,No effect,0,Very frequently,Rarely,Never,Rarely,Never,Rarely,Sometimes,Never,Rarely,Never,Never,Very frequently,Sometimes,Never,Sometimes,Sometimes,3.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,2.0,2.0
2022-08-28 11:58:48,17.0,Spotify,3.0,3.0,3.0,0,Yes,1.0,No,0.0,No,0.0,Classical,Yes,1.0,Yes,1.0,120.0,120.0,0,6.0,6.0,8.0,2.0,5.5,Improve,0,Very frequently,Never,Very frequently,Never,Never,Very frequently,Sometimes,Sometimes,Rarely,Sometimes,Never,Sometimes,Very frequently,Very frequently,Rarely,Sometimes,3.0,0.0,3.0,0.0,0.0,3.0,2.0,2.0,1.0,2.0,0.0,2.0,3.0,3.0,1.0,2.0
2022-08-28 12:08:29,18.0,Spotify,4.0,4.0,4.0,0,Yes,1.0,No,0.0,No,0.0,Metal,Yes,1.0,Yes,1.0,77.0,77.0,0,1.0,0.0,8.0,2.0,2.75,No effect,0,Rarely,Never,Never,Never,Never,Very frequently,Rarely,Never,Never,Never,Very frequently,Sometimes,Sometimes,Very frequently,Very frequently,Very frequently,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,3.0,3.0,3.0
2022-08-28 12:12:35,17.0,I do not use a streaming service.,1.0,1.0,1.0,0,Yes,1.0,Yes,1.0,Yes,1.0,Folk,No,0.0,No,0.0,118.0,118.0,0,7.0,3.0,1.0,5.0,4.0,Improve,0,Never,Sometimes,Rarely,Very frequently,Never,Rarely,Never,Never,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Sometimes,Sometimes,0.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
2022-08-28 12:15:02,36.0,Spotify,1.0,1.0,1.0,0,No,0.0,Yes,1.0,Yes,1.0,Classical,No,0.0,No,0.0,132.0,132.0,0,8.0,9.0,3.0,0.0,5.0,No effect,0,Very frequently,Sometimes,Never,Rarely,Never,Never,Never,Never,Never,Never,Sometimes,Rarely,Never,Never,Sometimes,Never,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0
2022-08-28 12:23:52,24.0,Spotify,3.0,3.0,3.0,0,Yes,1.0,No,0.0,No,0.0,Rock,Yes,1.0,Yes,1.0,115.0,115.0,0,9.0,6.0,4.0,3.0,5.5,Improve,0,Rarely,Never,Rarely,Sometimes,Never,Never,Never,Rarely,Never,Very frequently,Rarely,Sometimes,Never,Never,Very frequently,Sometimes,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,2.0,0.0,0.0,3.0,2.0
2022-08-28 12:30:08,18.0,Spotify,5.0,5.0,5.0,0,Yes,1.0,No,0.0,Yes,1.0,Metal,Yes,1.0,Yes,1.0,157.0,157.0,0,7.0,9.0,5.0,0.0,5.25,Improve,0,Never,Never,Rarely,Rarely,Never,Very frequently,Rarely,Never,Rarely,Rarely,Very frequently,Sometimes,Rarely,Very frequently,Very frequently,Never,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,3.0,2.0,1.0,3.0,3.0,0.0
2022-08-28 12:32:09,19.0,Spotify,3.0,3.0,3.0,0,Yes,1.0,No,0.0,No,0.0,Pop,No,0.0,Yes,1.0,90.0,90.0,0,7.0,4.0,2.0,4.0,4.25,No effect,0,Sometimes,Rarely,Sometimes,Never,Never,Very frequently,Sometimes,Rarely,Never,Sometimes,Rarely,Very frequently,Sometimes,Sometimes,Sometimes,Sometimes,2.0,1.0,2.0,0.0,0.0,3.0,2.0,1.0,0.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0
2022-08-28 12:37:17,17.0,Apple Music,2.0,2.0,2.0,0,Yes,1.0,Yes,1.0,No,0.0,EDM,Yes,1.0,No,0.0,128.0,128.0,0,0.0,0.0,0.0,0.0,0.0,Improve,0,Never,Rarely,Very frequently,Never,Never,Rarely,Never,Never,Rarely,Rarely,Very frequently,Sometimes,Sometimes,Sometimes,Very frequently,Rarely,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,1.0
2022-08-28 12:39:49,16.0,Spotify,6.0,6.0,6.0,0,Yes,1.0,No,0.0,No,0.0,K pop,Yes,1.0,Yes,1.0,169.0,169.0,0,7.0,8.0,7.0,5.0,6.75,Improve,0,Rarely,Never,Never,Rarely,Sometimes,Very frequently,Rarely,Very frequently,Very frequently,Very frequently,Never,Sometimes,Very frequently,Very frequently,Rarely,Never,1.0,0.0,0.0,1.0,2.0,3.0,1.0,3.0,3.0,3.0,0.0,2.0,3.0,3.0,1.0,0.0
